"Class Name - Live Allocated Objects","Live Bytes","Live Objects","Allocated Objects","Avg. Age","Generations"
"org.springframework.web.bind.MissingServletRequestParameterException","0","0","0","0.00","0"
"org.springframework.web.method.annotation.AbstractNamedValueMethodArgumentResolver","0","0","0","0.00","0"
"org.springframework.beans.factory.config.BeanExpressionContext","0","0","0","0.00","0"
"org.springframework.web.context.request.RequestScope","0","0","0","0.00","0"
"org.springframework.web.method.annotation.MethodArgumentConversionNotSupportedException","0","0","0","0.00","0"
"org.springframework.web.method.annotation.MethodArgumentTypeMismatchException","0","0","0","0.00","0"
"org.springframework.http.CacheControl","0","0","0","0.00","0"
"org.springframework.web.method.ControllerAdviceBean","0","0","0","0.00","0"
"org.springframework.web.method.annotation.InitBinderDataBinderFactory","0","0","0","0.00","0"
"org.springframework.web.bind.support.DefaultDataBinderFactory","0","0","0","0.00","0"
"org.springframework.web.bind.support.WebRequestDataBinder","0","0","0","0.00","0"
"org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod","0","0","0","0.00","0"
"org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod$ConcurrentResultHandlerMethod","0","0","0","0.00","0"
"org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod$ConcurrentResultMethodParameter","0","0","0","0.00","0"
"org.springframework.web.method.support.InvocableHandlerMethod","0","0","0","0.00","0"
"org.springframework.web.method.support.HandlerMethodArgumentResolverComposite","0","0","0","0.00","0"
"org.springframework.web.method.annotation.SessionAttributesHandler","0","0","0","0.00","0"
"org.springframework.web.method.HandlerMethod","0","0","0","0.00","0"
"org.springframework.core.MethodParameter[]","0","0","0","0.00","0"
"org.springframework.web.method.annotation.ModelFactory","0","0","0","0.00","0"
"org.springframework.web.method.annotation.ModelFactory$ModelMethod","0","0","0","0.00","0"
"org.springframework.web.HttpSessionRequiredException","0","0","0","0.00","0"
"org.springframework.web.method.support.HandlerMethodReturnValueHandlerComposite","0","0","0","0.00","0"
"org.springframework.web.servlet.mvc.method.annotation.JsonViewResponseBodyAdvice","0","0","0","0.00","0"
"org.springframework.web.servlet.mvc.method.annotation.AbstractMappingJacksonResponseBodyAdvice","0","0","0","0.00","0"
"org.springframework.http.converter.json.MappingJacksonValue","0","0","0","0.00","0"
"org.springframework.web.servlet.mvc.method.annotation.JsonViewRequestBodyAdvice","0","0","0","0.00","0"
"org.springframework.http.converter.json.MappingJacksonInputMessage","0","0","0","0.00","0"
"org.springframework.web.servlet.mvc.method.annotation.RequestBodyAdviceAdapter","0","0","0","0.00","0"
"org.springframework.security.web.method.annotation.CsrfTokenArgumentResolver","0","0","0","0.00","0"
"org.springframework.security.web.method.annotation.CurrentSecurityContextArgumentResolver","0","0","0","0.00","0"
"org.springframework.security.web.bind.support.AuthenticationPrincipalArgumentResolver","0","0","0","0.00","0"
"org.springframework.security.web.method.annotation.AuthenticationPrincipalArgumentResolver","0","0","0","0.00","0"
"org.springframework.data.domain.PageRequest","0","0","0","0.00","0"
"org.springframework.data.domain.AbstractPageRequest","0","0","0","0.00","0"
"org.springframework.web.method.support.ModelAndViewContainer","0","0","0","0.00","0"
"org.springframework.data.domain.Sort$Direction","0","0","0","0.00","0"
"org.springframework.data.domain.Sort$Direction[]","0","0","0","0.00","0"
"org.springframework.boot.autoconfigure.http.HttpMessageConverters$1","0","0","0","0.00","0"
"com.fasterxml.jackson.core.io.CharacterEscapes","0","0","0","0.00","0"
"com.fasterxml.jackson.databind.ObjectWriter","0","0","0","0.00","0"
"com.fasterxml.jackson.databind.SequenceWriter","0","0","0","0.00","0"
"com.fasterxml.jackson.core.io.SegmentedStringWriter","0","0","0","0.00","0"
"com.fasterxml.jackson.core.util.ByteArrayBuilder","0","0","0","0.00","0"
"org.springframework.http.converter.json.SpringHandlerInstantiator","0","0","0","0.00","0"
"com.fasterxml.jackson.databind.introspect.AnnotationIntrospectorPair","0","0","0","0.00","0"
"com.fasterxml.jackson.module.paramnames.ParameterExtractor","0","0","0","0.00","0"
"com.fasterxml.jackson.databind.introspect.NopAnnotationIntrospector$1","0","0","0","0.00","0"
"com.fasterxml.jackson.module.paramnames.ParameterNamesAnnotationIntrospector","0","0","0","0.00","0"
"com.fasterxml.jackson.databind.introspect.NopAnnotationIntrospector","0","0","0","0.00","0"
"com.fasterxml.jackson.databind.cfg.HandlerInstantiator","0","0","0","0.00","0"
"com.fasterxml.jackson.module.paramnames.PackageVersion","0","0","0","0.00","0"
"java.text.DecimalFormat","0","0","0","0.00","0"
"java.util.Locale$LanguageRange","0","0","0","0.00","0"
"java.time.format.DateTimeFormatter[]","0","0","0","0.00","0"
"org.springframework.core.ResolvableType$WildcardBounds$Kind","0","0","0","0.00","0"
"org.springframework.core.ResolvableType$WildcardBounds$Kind[]","0","0","0","0.00","0"
"org.springframework.core.$Proxy94","0","0","0","0.00","0"
"org.springframework.web.bind.support.DefaultSessionAttributeStore","0","0","0","0.00","0"
"org.springframework.core.task.SimpleAsyncTaskExecutor$ConcurrencyThrottleAdapter","0","0","0","0.00","0"
"org.springframework.util.ConcurrencyThrottleSupport","0","0","0","0.00","0"
"org.springframework.core.task.SimpleAsyncTaskExecutor","0","0","0","0.00","0"
"org.springframework.core.task.SimpleAsyncTaskExecutor$ConcurrencyThrottlingRunnable","0","0","0","0.00","0"
"java.util.concurrent.FutureTask","0","0","0","0.00","0"
"org.springframework.util.concurrent.ListenableFutureTask","0","0","0","0.00","0"
"org.springframework.http.HttpMethod","0","0","0","0.00","0"
"org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupport$NoOpValidator","0","0","0","0.00","0"
"org.springframework.data.repository.support.Repositories$EmptyRepositoryFactoryInformation","0","0","0","0.00","0"
"org.springframework.data.repository.support.Repositories$EmptyRepositoryFactoryInformation[]","0","0","0","0.00","0"
"org.springframework.data.repository.support.Repositories","0","0","0","0.00","0"
"org.springframework.data.repository.support.DomainClassConverter","0","0","0","0.00","0"
"org.springframework.data.geo.format.PointFormatter","0","0","0","0.00","0"
"org.springframework.data.geo.Point","0","0","0","0.00","0"
"org.springframework.data.geo.format.PointFormatter[]","0","0","0","0.00","0"
"org.springframework.data.geo.Metrics","0","0","0","0.00","0"
"org.springframework.data.geo.Metrics[]","0","0","0","0.00","0"
"org.springframework.data.geo.format.DistanceFormatter","0","0","0","0.00","0"
"org.springframework.data.geo.Distance","0","0","0","0.00","0"
"org.springframework.data.geo.format.DistanceFormatter[]","0","0","0","0.00","0"
"org.springframework.boot.autoconfigure.web.format.DateTimeFormatters","0","0","0","0.00","0"
"org.springframework.boot.autoconfigure.web.format.WebConversionService","0","0","0","0.00","0"
"org.springframework.format.number.NumberFormatAnnotationFormatterFactory","0","0","0","0.00","0"
"org.springframework.format.number.money.CurrencyUnitFormatter","0","0","0","0.00","0"
"org.springframework.format.number.money.MonetaryAmountFormatter","0","0","0","0.00","0"
"org.springframework.format.number.money.Jsr354NumberFormatAnnotationFormatterFactory","0","0","0","0.00","0"
"org.springframework.format.datetime.standard.DateTimeFormatterRegistrar","0","0","0","0.00","0"
"org.springframework.format.datetime.DateFormatterRegistrar","0","0","0","0.00","0"
"org.springframework.format.datetime.DateFormatter","0","0","0","0.00","0"
"com.sun.proxy.$Proxy93","0","0","0","0.00","0"
"org.springframework.http.ResponseEntity","0","0","0","0.00","0"
"org.springframework.http.ResponseEntity$DefaultBuilder","0","0","0","0.00","0"
"org.springframework.boot.web.error.ErrorAttributeOptions","0","0","0","0.00","0"
"org.springframework.http.HttpStatus","0","0","0","0.00","0"
"org.springframework.http.HttpStatus[]","0","0","0","0.00","0"
"org.springframework.http.HttpStatus$Series","0","0","0","0.00","0"
"org.springframework.http.HttpStatus$Series[]","0","0","0","0.00","0"
"org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$StaticView","0","0","0","0.00","0"
"org.springframework.transaction.support.DefaultTransactionStatus","0","0","0","0.00","0"
"org.springframework.transaction.support.AbstractTransactionStatus","0","0","0","0.00","0"
"org.springframework.orm.hibernate5.SessionFactoryUtils","0","0","0","0.00","0"
"org.springframework.dao.DataAccessResourceFailureException","0","0","0","0.00","0"
"org.springframework.dao.InvalidDataAccessResourceUsageException","0","0","0","0.00","0"
"org.springframework.dao.QueryTimeoutException","0","0","0","0.00","0"
"org.springframework.dao.CannotAcquireLockException","0","0","0","0.00","0"
"org.springframework.dao.PessimisticLockingFailureException","0","0","0","0.00","0"
"org.springframework.dao.DataIntegrityViolationException","0","0","0","0.00","0"
"org.springframework.orm.hibernate5.HibernateJdbcException","0","0","0","0.00","0"
"org.springframework.orm.hibernate5.HibernateQueryException","0","0","0","0.00","0"
"org.springframework.dao.IncorrectResultSizeDataAccessException","0","0","0","0.00","0"
"org.springframework.dao.DuplicateKeyException","0","0","0","0.00","0"
"org.springframework.orm.hibernate5.HibernateObjectRetrievalFailureException","0","0","0","0.00","0"
"org.springframework.orm.hibernate5.HibernateOptimisticLockingFailureException","0","0","0","0.00","0"
"org.springframework.orm.hibernate5.HibernateSystemException","0","0","0","0.00","0"
"org.springframework.cglib.proxy.Callback[]","0","0","0","0.00","0"
"org.apache.commons.validator.routines.EmailValidator","0","0","0","0.00","0"
"org.springframework.transaction.interceptor.RollbackRuleAttribute","0","0","0","0.00","0"
"com.minishop.shop.model.OrderInfo","0","0","0","0.00","0"
"com.minishop.shop.pagination.PaginationResult","0","0","0","0.00","0"
"com.sun.proxy.$Proxy92","0","0","0","0.00","0"
"com.minishop.shop.form.ProductForm","0","0","0","0.00","0"
"org.springframework.web.bind.WebDataBinder","0","0","0","0.00","0"
"org.springframework.validation.DataBinder","0","0","0","0.00","0"
"org.springframework.validation.DirectFieldBindingResult","0","0","0","0.00","0"
"org.springframework.beans.SimpleTypeConverter","0","0","0","0.00","0"
"org.springframework.validation.Validator[]","0","0","0","0.00","0"
"org.springframework.format.support.FormatterPropertyEditorAdapter","0","0","0","0.00","0"
"com.minishop.shop.config.WebSecurityConfig$$EnhancerBySpringCGLIB$$94a9e457$$FastClassBySpringCGLIB$$9923562f","0","0","0","0.00","0"
"com.minishop.shop.config.WebSecurityConfig$$EnhancerBySpringCGLIB$$94a9e457","0","0","0","0.00","0"
"com.minishop.shop.config.WebSecurityConfig$$FastClassBySpringCGLIB$$3505b9ee","0","0","0","0.00","0"
"com.minishop.shop.config.WebSecurityConfig","0","0","0","0.00","0"
"org.springframework.cglib.core.EmitUtils$16","0","0","0","0.00","0"
"org.springframework.cglib.core.EmitUtils$15","0","0","0","0.00","0"
"org.springframework.security.crypto.password.DelegatingPasswordEncoder$UnmappedIdPasswordEncoder","0","0","0","0.00","0"
"org.springframework.security.crypto.password.DelegatingPasswordEncoder","0","0","0","0.00","0"
"org.springframework.security.crypto.argon2.Argon2PasswordEncoder","0","0","0","0.00","0"
"org.bouncycastle.crypto.params.Argon2Parameters$Builder","0","0","0","0.00","0"
"org.bouncycastle.crypto.generators.Argon2BytesGenerator","0","0","0","0.00","0"
"org.springframework.security.crypto.password.StandardPasswordEncoder","0","0","0","0.00","0"
"org.springframework.security.crypto.password.Digester","0","0","0","0.00","0"
"org.springframework.security.crypto.scrypt.SCryptPasswordEncoder","0","0","0","0.00","0"
"org.springframework.security.crypto.codec.Utf8","0","0","0","0.00","0"
"org.springframework.security.crypto.password.Pbkdf2PasswordEncoder$SecretKeyFactoryAlgorithm","0","0","0","0.00","0"
"org.springframework.security.crypto.password.Pbkdf2PasswordEncoder$SecretKeyFactoryAlgorithm[]","0","0","0","0.00","0"
"org.springframework.security.crypto.password.Pbkdf2PasswordEncoder","0","0","0","0.00","0"
"javax.crypto.spec.PBEKeySpec","0","0","0","0.00","0"
"org.springframework.security.crypto.password.NoOpPasswordEncoder","0","0","0","0.00","0"
"org.springframework.security.crypto.password.MessageDigestPasswordEncoder","0","0","0","0.00","0"
"org.springframework.security.crypto.keygen.Base64StringKeyGenerator","0","0","0","0.00","0"
"org.springframework.security.crypto.password.Md4PasswordEncoder","0","0","0","0.00","0"
"org.springframework.security.crypto.password.Md4","0","0","0","0.00","0"
"org.springframework.security.crypto.keygen.SecureRandomBytesKeyGenerator","0","0","0","0.00","0"
"org.springframework.security.crypto.keygen.KeyGenerators","0","0","0","0.00","0"
"org.springframework.security.crypto.keygen.SharedKeyGenerator","0","0","0","0.00","0"
"org.springframework.security.crypto.keygen.HexEncodingStringKeyGenerator","0","0","0","0.00","0"
"org.springframework.security.crypto.password.LdapShaPasswordEncoder","0","0","0","0.00","0"
"org.springframework.security.crypto.bcrypt.BCryptPasswordEncoder$BCryptVersion","0","0","0","0.00","0"
"org.springframework.security.crypto.bcrypt.BCryptPasswordEncoder$BCryptVersion[]","0","0","0","0.00","0"
"org.springframework.security.crypto.factory.PasswordEncoderFactories","0","0","0","0.00","0"
"org.springframework.security.crypto.bcrypt.BCryptPasswordEncoder","0","0","0","0.00","0"
"org.springframework.security.core.authority.mapping.NullAuthoritiesMapper","0","0","0","0.00","0"
"org.springframework.security.authentication.dao.AbstractUserDetailsAuthenticationProvider$DefaultPostAuthenticationChecks","0","0","0","0.00","0"
"org.springframework.security.authentication.CredentialsExpiredException","0","0","0","0.00","0"
"org.springframework.security.authentication.dao.AbstractUserDetailsAuthenticationProvider$DefaultPreAuthenticationChecks","0","0","0","0.00","0"
"org.springframework.security.authentication.LockedException","0","0","0","0.00","0"
"org.springframework.security.authentication.DisabledException","0","0","0","0.00","0"
"org.springframework.security.authentication.AccountExpiredException","0","0","0","0.00","0"
"org.springframework.security.core.userdetails.cache.NullUserCache","0","0","0","0.00","0"
"org.springframework.context.support.ResourceBundleMessageSource$MessageSourceControl","0","0","0","0.00","0"
"org.springframework.security.core.SpringSecurityMessageSource","0","0","0","0.00","0"
"org.springframework.context.support.ResourceBundleMessageSource","0","0","0","0.00","0"
"java.util.PropertyResourceBundle","0","0","0","0.00","0"
"org.springframework.security.authentication.InternalAuthenticationServiceException","0","0","0","0.00","0"
"org.springframework.security.authentication.dao.AbstractUserDetailsAuthenticationProvider","0","0","0","0.00","0"
"org.springframework.security.config.annotation.SecurityConfigurerAdapter$CompositeObjectPostProcessor","0","0","0","0.00","0"
"org.springframework.security.authentication.ProviderManager","0","0","0","0.00","0"
"org.springframework.security.authentication.ProviderNotFoundException","0","0","0","0.00","0"
"org.springframework.security.config.annotation.authentication.configurers.userdetails.DaoAuthenticationConfigurer","0","0","0","0.00","0"
"org.springframework.security.config.annotation.authentication.configurers.userdetails.AbstractDaoAuthenticationConfigurer","0","0","0","0.00","0"
"org.springframework.security.config.annotation.authentication.configurers.userdetails.UserDetailsAwareConfigurer","0","0","0","0.00","0"
"org.springframework.security.config.annotation.SecurityConfigurerAdapter","0","0","0","0.00","0"
"org.springframework.security.config.annotation.authentication.configuration.AuthenticationConfiguration$DefaultPasswordEncoderAuthenticationManagerBuilder","0","0","0","0.00","0"
"org.springframework.security.authentication.event.AuthenticationFailureProxyUntrustedEvent","0","0","0","0.00","0"
"org.springframework.security.authentication.event.AuthenticationFailureCredentialsExpiredEvent","0","0","0","0.00","0"
"org.springframework.security.authentication.event.AuthenticationFailureServiceExceptionEvent","0","0","0","0.00","0"
"org.springframework.security.authentication.event.AuthenticationFailureLockedEvent","0","0","0","0.00","0"
"org.springframework.security.authentication.event.AuthenticationFailureDisabledEvent","0","0","0","0.00","0"
"org.springframework.security.authentication.event.AuthenticationFailureProviderNotFoundEvent","0","0","0","0.00","0"
"org.springframework.security.authentication.event.AuthenticationFailureExpiredEvent","0","0","0","0.00","0"
"org.springframework.security.authentication.event.AuthenticationFailureBadCredentialsEvent","0","0","0","0.00","0"
"org.springframework.security.authentication.event.AbstractAuthenticationFailureEvent","0","0","0","0.00","0"
"org.springframework.security.authentication.event.AbstractAuthenticationEvent","0","0","0","0.00","0"
"org.springframework.security.config.annotation.authentication.configuration.AuthenticationConfiguration$LazyPasswordEncoder","0","0","0","0.00","0"
"org.springframework.objenesis.instantiator.sun.SunReflectionFactoryHelper","0","0","0","0.00","0"
"org.springframework.objenesis.ObjenesisException","0","0","0","0.00","0"
"org.springframework.objenesis.instantiator.sun.SunReflectionFactoryInstantiator","0","0","0","0.00","0"
"org.springframework.objenesis.strategy.PlatformDescription","0","0","0","0.00","0"
"org.springframework.cglib.proxy.Enhancer$4","0","0","0","0.00","0"
"org.springframework.cglib.proxy.Enhancer$3","0","0","0","0.00","0"
"org.springframework.cglib.proxy.Enhancer$5","0","0","0","0.00","0"
"org.springframework.aop.framework.AdvisedSupport$MethodCacheKey","0","0","0","0.00","0"
"org.springframework.aop.framework.CglibAopProxy$ProxyCallbackFilter","0","0","0","0.00","0"
"org.springframework.aop.framework.CglibAopProxy$HashCodeInterceptor","0","0","0","0.00","0"
"org.springframework.aop.framework.CglibAopProxy$EqualsInterceptor","0","0","0","0.00","0"
"org.springframework.aop.framework.CglibAopProxy$SerializableNoOp","0","0","0","0.00","0"
"org.springframework.aop.framework.CglibAopProxy$StaticDispatcher","0","0","0","0.00","0"
"org.springframework.aop.framework.CglibAopProxy$StaticUnadvisedInterceptor","0","0","0","0.00","0"
"org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor","0","0","0","0.00","0"
"org.springframework.aop.framework.CglibAopProxy$AdvisedDispatcher","0","0","0","0.00","0"
"org.springframework.aop.framework.ObjenesisCglibAopProxy","0","0","0","0.00","0"
"org.springframework.aop.framework.AopConfigException","0","0","0","0.00","0"
"org.springframework.objenesis.SpringObjenesis","0","0","0","0.00","0"
"org.springframework.aop.framework.CglibAopProxy","0","0","0","0.00","0"
"org.springframework.cglib.core.ClassLoaderAwareGeneratorStrategy","0","0","0","0.00","0"
"org.springframework.cglib.proxy.Enhancer","0","0","0","0.00","0"
"org.springframework.aop.framework.CglibAopProxy$StaticUnadvisedExposedInterceptor","0","0","0","0.00","0"
"org.springframework.aop.framework.CglibAopProxy$DynamicUnadvisedExposedInterceptor","0","0","0","0.00","0"
"org.springframework.aop.framework.CglibAopProxy$DynamicUnadvisedInterceptor","0","0","0","0.00","0"
"org.springframework.aop.framework.CglibAopProxy$FixedChainStaticTargetInterceptor","0","0","0","0.00","0"
"org.springframework.aop.AopInvocationException","0","0","0","0.00","0"
"org.springframework.aop.framework.DefaultAopProxyFactory","0","0","0","0.00","0"
"org.springframework.aop.framework.JdkDynamicAopProxy","0","0","0","0.00","0"
"org.springframework.aop.framework.DefaultAdvisorChainFactory","0","0","0","0.00","0"
"org.springframework.aop.framework.InterceptorAndDynamicMethodMatcher","0","0","0","0.00","0"
"org.springframework.aop.target.EmptyTargetSource","0","0","0","0.00","0"
"org.springframework.aop.target.SingletonTargetSource","0","0","0","0.00","0"
"org.aspectj.util.PartialOrder","0","0","0","0.00","0"
"org.aspectj.util.PartialOrder$SortObject","0","0","0","0.00","0"
"org.aspectj.util.PartialOrder$Token","0","0","0","0.00","0"
"org.springframework.aop.aspectj.autoproxy.AspectJAwareAdvisorAutoProxyCreator$PartiallyComparableAdvisorHolder","0","0","0","0.00","0"
"org.springframework.transaction.interceptor.RuleBasedTransactionAttribute","0","0","0","0.00","0"
"org.hibernate.internal.SessionFactoryRegistry$1","0","0","0","0.00","0"
"org.hibernate.internal.SessionFactoryRegistry","0","0","0","0.00","0"
"org.hibernate.jpa.internal.util.ConfigurationHelper","0","0","0","0.00","0"
"org.hibernate.jpa.internal.util.LockOptionsHelper","0","0","0","0.00","0"
"org.hibernate.internal.ConnectionObserverStatsBridge","0","0","0","0.00","0"
"org.hibernate.jpa.internal.util.CacheModeHelper$1","0","0","0","0.00","0"
"javax.persistence.CacheRetrieveMode","0","0","0","0.00","0"
"javax.persistence.CacheRetrieveMode[]","0","0","0","0.00","0"
"javax.persistence.CacheStoreMode","0","0","0","0.00","0"
"javax.persistence.CacheStoreMode[]","0","0","0","0.00","0"
"org.hibernate.CacheMode","0","0","0","0.00","0"
"org.hibernate.CacheMode[]","0","0","0","0.00","0"
"org.hibernate.jpa.internal.util.CacheModeHelper","0","0","0","0.00","0"
"javax.persistence.PessimisticLockScope","0","0","0","0.00","0"
"javax.persistence.PessimisticLockScope[]","0","0","0","0.00","0"
"org.hibernate.internal.FastSessionServices","0","0","0","0.00","0"
"org.hibernate.FlushMode","0","0","0","0.00","0"
"org.hibernate.FlushMode[]","0","0","0","0.00","0"
"org.hibernate.internal.SessionOwnerBehavior","0","0","0","0.00","0"
"org.hibernate.internal.SessionOwnerBehavior[]","0","0","0","0.00","0"
"org.hibernate.internal.SessionFactoryImpl$SessionBuilderImpl","0","0","0","0.00","0"
"org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform","0","0","0","0.00","0"
"org.hibernate.engine.transaction.jta.platform.internal.WebSphereJtaPlatform$WebSphereEnvironment","0","0","0","0.00","0"
"org.hibernate.engine.transaction.jta.platform.internal.WebSphereJtaPlatform$WebSphereEnvironment[]","0","0","0","0.00","0"
"org.hibernate.engine.transaction.jta.platform.internal.StandardJtaPlatformResolver","0","0","0","0.00","0"
"org.hibernate.engine.transaction.jta.platform.internal.WildFlyStandAloneJtaPlatform","0","0","0","0.00","0"
"org.hibernate.engine.transaction.jta.platform.internal.JBossStandAloneJtaPlatform","0","0","0","0.00","0"
"org.hibernate.engine.transaction.jta.platform.internal.AtomikosJtaPlatform","0","0","0","0.00","0"
"org.hibernate.engine.transaction.jta.platform.internal.BitronixJtaPlatform","0","0","0","0.00","0"
"org.hibernate.engine.transaction.jta.platform.internal.JOnASJtaPlatform","0","0","0","0.00","0"
"org.hibernate.engine.transaction.jta.platform.internal.JOTMJtaPlatform","0","0","0","0.00","0"
"org.hibernate.engine.transaction.jta.platform.internal.WebSphereLibertyJtaPlatform","0","0","0","0.00","0"
"org.hibernate.engine.transaction.jta.platform.internal.WebSphereJtaPlatform","0","0","0","0.00","0"
"org.hibernate.tool.schema.Action","0","0","0","0.00","0"
"org.hibernate.tool.schema.Action[]","0","0","0","0.00","0"
"org.hibernate.tool.schema.spi.SchemaManagementToolCoordinator$ActionGrouping","0","0","0","0.00","0"
"org.hibernate.tool.schema.spi.SchemaManagementToolCoordinator","0","0","0","0.00","0"
"org.hibernate.tool.schema.spi.SchemaManagementToolCoordinator$1","0","0","0","0.00","0"
"org.hibernate.tool.schema.spi.SchemaManagementException","0","0","0","0.00","0"
"org.hibernate.tool.schema.spi.SchemaManagementToolCoordinator$2","0","0","0","0.00","0"
"org.hibernate.tool.schema.spi.SchemaManagementToolCoordinator$3","0","0","0","0.00","0"
"org.hibernate.hql.spi.id.IdTableHelper","0","0","0","0.00","0"
"org.hibernate.query.spi.NamedQueryRepository","0","0","0","0.00","0"
"org.hibernate.engine.query.spi.sql.NativeSQLQuerySpecification","0","0","0","0.00","0"
"org.hibernate.metamodel.model.domain.internal.AbstractManagedType$1","0","0","0","0.00","0"
"javax.persistence.metamodel.Bindable$BindableType","0","0","0","0.00","0"
"javax.persistence.metamodel.Bindable$BindableType[]","0","0","0","0.00","0"
"org.hibernate.metamodel.model.domain.internal.SingularAttributeImpl$DelayedKeyTypeAccess","0","0","0","0.00","0"
"org.hibernate.metamodel.model.domain.internal.BasicTypeImpl","0","0","0","0.00","0"
"org.hibernate.metamodel.internal.AttributeFactory$ValueContext$ValueClassification","0","0","0","0.00","0"
"org.hibernate.metamodel.internal.AttributeFactory$ValueContext$ValueClassification[]","0","0","0","0.00","0"
"org.hibernate.metamodel.internal.AttributeFactory$7","0","0","0","0.00","0"
"org.hibernate.metamodel.model.domain.internal.SingularAttributeImpl$Identifier","0","0","0","0.00","0"
"org.hibernate.metamodel.model.domain.internal.SingularAttributeImpl","0","0","0","0.00","0"
"org.hibernate.metamodel.model.domain.internal.AbstractAttribute","0","0","0","0.00","0"
"org.hibernate.metamodel.internal.AttributeFactory$SingularAttributeMetadataImpl$1","0","0","0","0.00","0"
"javax.persistence.metamodel.Attribute$PersistentAttributeType","0","0","0","0.00","0"
"javax.persistence.metamodel.Attribute$PersistentAttributeType[]","0","0","0","0.00","0"
"org.hibernate.metamodel.internal.AttributeFactory$SingularAttributeMetadataImpl","0","0","0","0.00","0"
"org.hibernate.metamodel.internal.AttributeFactory$BaseAttributeMetadata","0","0","0","0.00","0"
"javax.persistence.metamodel.Type$PersistenceType","0","0","0","0.00","0"
"javax.persistence.metamodel.Type$PersistenceType[]","0","0","0","0.00","0"
"org.hibernate.metamodel.internal.AttributeFactory$1","0","0","0","0.00","0"
"org.hibernate.metamodel.internal.JpaStaticMetaModelPopulationSetting","0","0","0","0.00","0"
"org.hibernate.metamodel.internal.JpaStaticMetaModelPopulationSetting[]","0","0","0","0.00","0"
"org.hibernate.metamodel.model.domain.internal.AbstractManagedType$InFlightAccessImpl","0","0","0","0.00","0"
"org.hibernate.metamodel.model.domain.internal.AbstractIdentifiableType$InFlightAccessImpl","0","0","0","0.00","0"
"org.hibernate.metamodel.model.domain.internal.EntityTypeImpl","0","0","0","0.00","0"
"org.hibernate.graph.internal.SubGraphImpl","0","0","0","0.00","0"
"org.hibernate.metamodel.model.domain.internal.AbstractIdentifiableType","0","0","0","0.00","0"
"org.hibernate.metamodel.model.domain.internal.AbstractManagedType","0","0","0","0.00","0"
"org.hibernate.metamodel.model.domain.internal.AbstractType","0","0","0","0.00","0"
"org.hibernate.metamodel.internal.AttributeFactory$6","0","0","0","0.00","0"
"org.hibernate.metamodel.model.domain.internal.MapMember","0","0","0","0.00","0"
"org.hibernate.metamodel.internal.AttributeFactory$5","0","0","0","0.00","0"
"org.hibernate.metamodel.internal.AttributeFactory$4","0","0","0","0.00","0"
"org.hibernate.metamodel.internal.AttributeFactory$3","0","0","0","0.00","0"
"org.hibernate.metamodel.internal.AttributeFactory$2","0","0","0","0.00","0"
"org.hibernate.metamodel.internal.AttributeFactory","0","0","0","0.00","0"
"org.hibernate.metamodel.model.domain.internal.EmbeddableTypeImpl","0","0","0","0.00","0"
"org.hibernate.metamodel.model.domain.internal.SingularAttributeImpl$Version","0","0","0","0.00","0"
"org.hibernate.metamodel.model.domain.internal.PluralAttributeBuilder","0","0","0","0.00","0"
"org.hibernate.metamodel.internal.AttributeFactory$PluralAttributeMetadataImpl","0","0","0","0.00","0"
"org.hibernate.metamodel.internal.MetadataContext","0","0","0","0.00","0"
"org.hibernate.loader.plan.exec.internal.EntityLoadQueryDetails$EntityLoaderRowReader","0","0","0","0.00","0"
"org.hibernate.loader.plan.exec.process.internal.AbstractRowReader","0","0","0","0.00","0"
"org.hibernate.loader.plan.exec.process.internal.ResultSetProcessorImpl","0","0","0","0.00","0"
"org.hibernate.cfg.NotYetImplementedException","0","0","0","0.00","0"
"org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter","0","0","0","0.00","0"
"java.io.PrintStream","0","0","0","0.00","0"
"org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor$FetchStatsImpl","0","0","0","0.00","0"
"org.hibernate.sql.JoinType","0","0","0","0.00","0"
"org.hibernate.sql.JoinType[]","0","0","0","0.00","0"
"org.hibernate.sql.ANSIJoinFragment","0","0","0","0.00","0"
"org.hibernate.sql.JoinFragment","0","0","0","0.00","0"
"org.hibernate.internal.DynamicFilterAliasGenerator","0","0","0","0.00","0"
"org.hibernate.sql.InFragment","0","0","0","0.00","0"
"org.hibernate.loader.plan.exec.query.internal.SelectStatementBuilder","0","0","0","0.00","0"
"org.hibernate.loader.plan.exec.process.internal.EntityReferenceInitializerImpl","0","0","0","0.00","0"
"org.hibernate.StaleObjectStateException","0","0","0","0.00","0"
"org.hibernate.loader.plan.exec.process.internal.EntityReturnReader","0","0","0","0.00","0"
"org.hibernate.loader.plan.exec.internal.EntityLoadQueryDetails$EntityLoaderReaderCollectorImpl","0","0","0","0.00","0"
